epoch,correct-output,test-loss,unsatisfied,examples,crispness,crisp-widths,preconditions,consequent,total
63,0.9776999950408936,0.017184630036354065,56.87975311279297,75.94766235351562,586.4369506835938,0.26930493116378784,130.666259765625,209254.140625,5520000.0
64,0.976099967956543,0.017186593264341354,57.72611999511719,71.66757202148438,551.7156372070312,0.26930493116378784,127.08191680908203,209262.109375,5520000.0
65,0.9770999550819397,0.01718568429350853,52.18803024291992,64.58483123779297,520.2113037109375,0.26930493116378784,114.6143569946289,209233.359375,5520000.0
66,0.9763000011444092,0.01718604750931263,54.52886199951172,68.48318481445312,491.722412109375,0.26930493116378784,120.84593963623047,209230.484375,5520000.0
67,0.9750999808311462,0.01718689315021038,49.55052185058594,60.34791564941406,466.1350402832031,0.26930493116378784,107.64061737060547,209296.984375,5520000.0
68,0.976099967956543,0.017185185104608536,51.59657669067383,61.44204330444336,441.2675476074219,0.26930493116378784,111.05825805664062,209256.21875,5520000.0
69,0.977400004863739,0.017184412106871605,53.0865364074707,60.14167785644531,416.368408203125,0.26930493116378784,111.05634307861328,209241.703125,5520000.0
70,0.9768999814987183,0.017184779047966003,51.88882827758789,60.25145721435547,396.40814208984375,0.26930493116378784,110.21115112304688,209259.65625,5520000.0
71,0.975600004196167,0.017186693847179413,49.93448257446289,57.7096061706543,377.0106201171875,0.26930493116378784,105.8207015991211,209241.015625,5520000.0
72,0.9776999950408936,0.01718546636402607,51.64710998535156,57.825294494628906,360.10076904296875,0.26930493116378784,107.3782958984375,209228.5625,5520000.0
73,0.9771999716758728,0.01718480885028839,49.4749870300293,55.63449478149414,343.51715087890625,0.26930493116378784,103.13285064697266,209255.53125,5520000.0
74,0.976099967956543,0.017185313627123833,47.803829193115234,57.948402404785156,327.3857421875,0.26930493116378784,104.14295196533203,209277.828125,5520000.0
75,0.976099967956543,0.01718643680214882,51.257850646972656,62.19526672363281,312.1754150390625,0.26930493116378784,111.94233703613281,209256.734375,5520000.0
76,0.9753999710083008,0.017186399549245834,47.05732345581055,64.88984680175781,298.53411865234375,0.26930493116378784,109.94255828857422,209264.59375,5520000.0
77,0.9759999513626099,0.017186060547828674,48.85456466674805,60.83894729614258,286.2389831542969,0.26930493116378784,107.64907836914062,209265.5,5520000.0
78,0.9753999710083008,0.017184868454933167,45.75392532348633,59.65274429321289,273.97454833984375,0.26930493116378784,103.56991577148438,209273.609375,5520000.0
79,0.9765999913215637,0.017185300588607788,44.40102005004883,56.063262939453125,263.6460266113281,0.26930493116378784,98.70478057861328,209248.84375,5520000.0
80,0.9756999611854553,0.017186131328344345,41.321895599365234,45.57872009277344,252.84103393554688,0.26930493116378784,85.28678131103516,209293.90625,5520000.0
81,0.9761999845504761,0.017185311764478683,40.23866653442383,45.74922180175781,242.9609375,0.26930493116378784,84.42396545410156,209283.90625,5520000.0
82,0.9770999550819397,0.017184827476739883,39.58149719238281,43.7732048034668,233.86431884765625,0.26930493116378784,81.86561584472656,209278.515625,5520000.0
83,0.9769999980926514,0.01718551106750965,43.73624038696289,47.689334869384766,225.8990478515625,0.26930493116378784,89.81190490722656,209247.546875,5520000.0
84,0.9758999943733215,0.01718592830002308,41.29475021362305,50.5256462097168,217.91421508789062,0.26930493116378784,90.28173828125,209266.671875,5520000.0
85,0.977899968624115,0.017184248194098473,39.57313919067383,45.230037689208984,210.513671875,0.26930493116378784,83.32772827148438,209266.890625,5520000.0
86,0.9767999649047852,0.01718532294034958,39.56793975830078,46.291908264160156,203.5681915283203,0.269307404756546,84.37248992919922,209230.515625,5520000.0
87,0.9774999618530273,0.017184972763061523,39.94107437133789,47.234920501708984,195.42071533203125,0.269307404756546,85.59473419189453,209238.625,5520000.0
88,0.9777999520301819,0.01718505658209324,40.23188400268555,48.47507858276367,187.3284454345703,0.269307404756546,87.18267059326172,209226.5,5520000.0
89,0.9768999814987183,0.01718536950647831,37.985076904296875,42.62950134277344,181.18150329589844,0.269307404756546,79.13402557373047,209231.0,5520000.0
90,0.9771999716758728,0.017184648662805557,37.48792266845703,40.36626052856445,173.29214477539062,0.269307404756546,76.568115234375,209261.859375,5520000.0
91,0.977899968624115,0.017183853313326836,37.46477508544922,41.5538215637207,167.58615112304688,0.269307404756546,77.59932708740234,209250.0625,5520000.0
92,0.977400004863739,0.017185043543577194,38.53126907348633,44.476036071777344,162.5364532470703,0.269307404756546,81.77208709716797,209222.9375,5520000.0
93,0.9764999747276306,0.017186153680086136,40.93334197998047,48.84381103515625,157.2008819580078,0.269307404756546,88.41368865966797,209234.515625,5520000.0
94,0.977400004863739,0.01718572899699211,41.01131820678711,48.98240280151367,152.05123901367188,0.269307404756546,88.56387329101562,209248.140625,5520000.0
95,0.9782999753952026,0.017184976488351822,39.26919937133789,45.29013442993164,146.333740234375,0.269307404756546,83.08358764648438,209235.3125,5520000.0
96,0.9781999588012695,0.017184952273964882,39.56462097167969,45.91535949707031,143.1565704345703,0.269307404756546,83.99198150634766,209218.421875,5520000.0
97,0.9749999642372131,0.017186030745506287,37.058589935302734,45.985687255859375,139.84896850585938,0.269307404756546,81.47830200195312,209314.375,5520000.0
98,0.977400004863739,0.01718529872596264,33.56962966918945,40.68025588989258,134.61976623535156,0.269307404756546,73.18303680419922,209235.671875,5520000.0
99,0.9781000018119812,0.01718517392873764,40.02721405029297,51.357513427734375,129.95291137695312,0.269307404756546,89.77393341064453,209232.109375,5520000.0
100,0.9781999588012695,0.017184603959321976,32.10529708862305,41.71189498901367,125.68805694580078,0.269307404756546,72.63845825195312,209235.09375,5520000.0
