epoch,correct-output,test-loss,unsatisfied,examples,crispness,crisp-widths,preconditions,consequent,total
45,0.976099967956543,0.017186494544148445,134.13340759277344,92.54181671142578,1673.1884765625,0.26977476477622986,221.7935791015625,209249.109375,5520000.0
46,0.9727999567985535,0.017189431935548782,138.9971466064453,103.33518981933594,1565.929931640625,0.26977476477622986,236.94667053222656,209294.96875,5520000.0
47,0.9740999937057495,0.017190277576446533,128.92013549804688,95.28211975097656,1470.562255859375,0.26977476477622986,219.3519744873047,209262.046875,5520000.0
48,0.975600004196167,0.01718852110207081,127.70262145996094,100.99684143066406,1377.5826416015625,0.26977723836898804,223.9342498779297,209233.953125,5520000.0
49,0.9774999618530273,0.017186066135764122,116.8969497680664,86.68374633789062,1291.6295166015625,0.26977723836898804,199.0056610107422,209283.4375,5520000.0
50,0.9756999611854553,0.01718895323574543,122.0335464477539,88.3456802368164,1211.4842529296875,0.26977723836898804,206.2176513671875,209242.859375,5520000.0
51,0.974299967288971,0.017189864069223404,118.09090423583984,82.38728332519531,1139.9442138671875,0.26977723836898804,196.7566375732422,209228.3125,5520000.0
52,0.9764999747276306,0.017187759280204773,112.5213394165039,85.96981048583984,1072.8875732421875,0.26977723836898804,194.93020629882812,209223.875,5520000.0
53,0.9750999808311462,0.017186840996146202,110.56317138671875,74.23300170898438,1014.029296875,0.26977723836898804,181.4381561279297,209249.640625,5520000.0
54,0.977400004863739,0.01718730293214321,103.1575698852539,74.64911651611328,959.8905029296875,0.26977723836898804,174.538818359375,209209.296875,5520000.0
55,0.974399983882904,0.017187170684337616,107.05091857910156,83.97325134277344,912.2030639648438,0.26977968215942383,187.05267333984375,209275.171875,5520000.0
56,0.9761999845504761,0.01718621701002121,100.64276123046875,71.5785903930664,865.1583862304688,0.26977968215942383,168.83145141601562,209259.109375,5520000.0
57,0.9759999513626099,0.017186874523758888,106.92357635498047,77.68305969238281,820.9013061523438,0.26977968215942383,181.77171325683594,209248.71875,5520000.0
58,0.9753999710083008,0.01718544214963913,99.90846252441406,78.92267608642578,781.7273559570312,0.26977968215942383,174.8113555908203,209296.4375,5520000.0
59,0.9772999882698059,0.017185693606734276,101.2064208984375,82.56813049316406,745.2986450195312,0.26977968215942383,180.1490478515625,209267.46875,5520000.0
60,0.9757999777793884,0.01718752086162567,99.36962890625,64.15520477294922,713.5989990234375,0.26977968215942383,160.46995544433594,209236.921875,5520000.0
61,0.9761999845504761,0.017186541110277176,99.33053588867188,71.88436889648438,683.4193115234375,0.26977968215942383,167.7392120361328,209235.078125,5520000.0
62,0.9763999581336975,0.017186537384986877,98.33638000488281,70.56741333007812,652.1410522460938,0.26977723836898804,165.8813018798828,209237.140625,5520000.0
63,0.977400004863739,0.01718594878911972,98.27578735351562,69.33939361572266,622.8486328125,0.26977723836898804,165.27439880371094,209237.015625,5520000.0
64,0.9757999777793884,0.017188260331749916,92.78059387207031,68.56242370605469,598.146240234375,0.26977723836898804,158.19680786132812,209233.375,5520000.0
65,0.9765999913215637,0.01718534715473652,87.51778411865234,71.32047271728516,573.8397216796875,0.26977723836898804,156.31695556640625,209265.453125,5520000.0
66,0.9758999943733215,0.017186662182211876,81.77952575683594,61.44997024536133,553.3373413085938,0.26977723836898804,140.7842254638672,209253.59375,5520000.0
67,0.977400004863739,0.017185959964990616,85.39933776855469,75.10059356689453,539.3671264648438,0.26977723836898804,158.15740966796875,209224.015625,5520000.0
68,0.9769999980926514,0.017185738310217857,83.1029052734375,68.77629089355469,526.1046752929688,0.26977723836898804,149.6502227783203,209235.140625,5520000.0
69,0.9765999913215637,0.017186123877763748,84.25921630859375,70.86509704589844,512.6123046875,0.26977723836898804,152.9203338623047,209223.75,5520000.0
70,0.97489994764328,0.017186444252729416,93.054443359375,77.32038879394531,503.2373352050781,0.26977723836898804,167.47512817382812,209283.265625,5520000.0
71,0.9764999747276306,0.01718466728925705,82.85962677001953,66.86804962158203,492.13763427734375,0.26977723836898804,147.6776123046875,209262.75,5520000.0
72,0.974399983882904,0.01718796417117119,82.24845886230469,68.45793151855469,473.83428955078125,0.2697722911834717,148.1540069580078,209250.640625,5520000.0
73,0.9758999943733215,0.017186176031827927,85.09225463867188,69.07815551757812,455.3613586425781,0.26977476477622986,152.11160278320312,209239.78125,5520000.0
74,0.9756999611854553,0.017185568809509277,84.94762420654297,71.7592544555664,436.0789794921875,0.26977476477622986,154.23094177246094,209243.9375,5520000.0
75,0.9767999649047852,0.01718544214963913,74.8015365600586,59.54425811767578,418.3494873046875,0.26977476477622986,132.22381591796875,209258.59375,5520000.0
76,0.9765999913215637,0.017184121534228325,71.71025085449219,55.91825866699219,402.8516540527344,0.26977476477622986,125.57493591308594,209298.65625,5520000.0
77,0.977400004863739,0.017185205593705177,75.2471923828125,62.20664596557617,390.60009765625,0.26977476477622986,135.22848510742188,209267.875,5520000.0
78,0.9759999513626099,0.017184771597385406,75.717529296875,61.46839141845703,380.7437438964844,0.26977476477622986,135.14942932128906,209255.890625,5520000.0
79,0.9765999913215637,0.01718575693666935,80.43069458007812,68.20841979980469,373.1637878417969,0.26977723836898804,146.56683349609375,209234.859375,5520000.0
80,0.9763999581336975,0.017186224460601807,78.06578826904297,59.41143798828125,356.8718566894531,0.26977723836898804,135.37213134765625,209243.328125,5520000.0
81,0.9761999845504761,0.017185527831315994,72.0510482788086,63.2222900390625,340.1138916015625,0.26977723836898804,132.5096435546875,209278.265625,5520000.0
82,0.9768999814987183,0.017184123396873474,75.39297485351562,60.52281951904297,326.58868408203125,0.26977723836898804,133.8612060546875,209283.59375,5520000.0
83,0.9764999747276306,0.017185764387249947,72.05355834960938,58.77046585083008,312.899658203125,0.26977723836898804,129.07212829589844,209230.328125,5520000.0
84,0.9750999808311462,0.017186706885695457,71.31190490722656,59.89122772216797,300.0919494628906,0.26977723836898804,129.2935333251953,209253.359375,5520000.0
85,0.9757999777793884,0.017185354605317116,67.52693176269531,55.18454360961914,289.7076416015625,0.26977723836898804,120.48766326904297,209257.15625,5520000.0
86,0.9747999906539917,0.017186546698212624,64.21350860595703,58.095855712890625,277.30413818359375,0.26977723836898804,120.02229309082031,209280.671875,5520000.0
87,0.9763999581336975,0.017184486612677574,62.20340347290039,56.58079147338867,269.0707702636719,0.26977723836898804,116.85445404052734,209296.046875,5520000.0
88,0.976699948310852,0.017186880111694336,65.08302307128906,55.32780838012695,261.2666931152344,0.26977968215942383,118.21553802490234,209224.6875,5520000.0
89,0.9761999845504761,0.017185593023896217,65.97430419921875,52.507381439208984,249.81483459472656,0.26977968215942383,116.32665252685547,209235.640625,5520000.0
90,0.9758999943733215,0.017186135053634644,62.19544982910156,47.72428894042969,237.14834594726562,0.26977968215942383,108.3596420288086,209253.671875,5520000.0
91,0.9769999980926514,0.017184672877192497,64.10319519042969,47.05372619628906,227.03468322753906,0.26977968215942383,109.34149169921875,209264.59375,5520000.0
92,0.9758999943733215,0.017185302451252937,63.56507110595703,51.50212860107422,219.2788543701172,0.26977968215942383,113.30021667480469,209268.75,5520000.0
93,0.9759999513626099,0.017183804884552956,58.555091857910156,50.0443229675293,211.5672607421875,0.26977968215942383,106.9901351928711,209324.5625,5520000.0
94,0.976699948310852,0.01718609221279621,62.18669891357422,59.8525505065918,205.43629455566406,0.26977968215942383,119.68207550048828,209268.6875,5520000.0
95,0.9772999882698059,0.017186034470796585,61.6602783203125,51.37848663330078,200.41439819335938,0.26977968215942383,111.60954284667969,209229.671875,5520000.0
96,0.9774999618530273,0.017184173688292503,63.867862701416016,51.51811218261719,195.50869750976562,0.26977968215942383,113.48693084716797,209265.734375,5520000.0
97,0.977899968624115,0.017184937372803688,62.8983039855957,52.865474700927734,189.83567810058594,0.26977968215942383,113.99011993408203,209237.6875,5520000.0
98,0.977899968624115,0.017183905467391014,63.177154541015625,52.08993148803711,182.8140411376953,0.26977968215942383,113.67654418945312,209243.515625,5520000.0
99,0.9775999784469604,0.01718457043170929,62.858497619628906,53.42801284790039,177.72216796875,0.26977968215942383,114.81243133544922,209236.53125,5520000.0
100,0.9779999852180481,0.01718435250222683,61.914546966552734,52.06578826904297,171.79586791992188,0.269782155752182,112.48158264160156,209238.5,5520000.0
