epoch,output-distance,correct-output,correct-param,param-mean-distance,param-max-distance
1,0.0379350088119506,0.9683,0.484000027179718,0.4996810555458069,0.9942160248756408
2,0.0421721345841884,0.9683,0.484000027179718,0.4906723499298095,0.9905940294265748
3,0.0652068400204181,0.9683,0.484000027179718,0.4808697700500488,0.9759247303009032
4,0.2354045571088791,0.9683,0.484000027179718,0.4716164171695709,0.8465638756752014
5,0.2750041440010071,0.9683,0.484000027179718,0.4642326831817627,0.8465638756752014
6,0.3077694355487823,0.9683,0.484000027179718,0.4583140611648559,0.8465638756752014
7,0.3222947293281555,0.9683,0.484000027179718,0.4534506797790527,0.8465638756752014
8,0.3331671936035156,0.9683,0.484000027179718,0.4493358433246612,0.8465638756752014
9,0.3428397728443145,0.9683,0.484000027179718,0.4458145499229431,0.8465638756752014
10,0.3557088895797729,0.9683,0.484000027179718,0.4427691102027893,0.8465638756752014
11,0.3644325654029846,0.9683,0.484000027179718,0.4401304423809051,0.8465638756752014
12,0.3658628913879394,0.9683,0.484000027179718,0.4378347992897033,0.8465638756752014
13,0.3696706010818481,0.9683,0.484000027179718,0.4358201622962951,0.8465638756752014
14,0.3709430233955383,0.9683,0.484000027179718,0.4340580403804779,0.8465638756752014
15,0.3827190898895263,0.9683,0.484000027179718,0.4324986636638641,0.8465638756752014
16,0.3787340531349182,0.9683,0.484000027179718,0.431128054857254,0.8465638756752014
17,0.3748101016998291,0.9683,0.484000027179718,0.4298823177814483,0.8465638756752014
18,0.3692788340091705,0.9683,0.484000027179718,0.4287893772125244,0.8465638756752014
19,0.3675296698570251,0.9683,0.484000027179718,0.427820086479187,0.8465638756752014
20,0.3648978627204895,0.9683,0.484000027179718,0.4269630312919616,0.8465638756752014
21,0.3614812420845031,0.9683,0.484000027179718,0.4262032806873321,0.8465638756752014
22,0.3605118831634522,0.9683,0.484000027179718,0.4255406260490417,0.8465638756752014
23,0.3581018154144287,0.9683,0.484000027179718,0.4249488115310669,0.8465638756752014
24,0.3569001794815064,0.9683,0.484000027179718,0.424408346414566,0.8465638756752014
25,0.3548568405151367,0.9683,0.484000027179718,0.4239279329776764,0.8465638756752014
26,0.3536917384147644,0.9683,0.484000027179718,0.4234719276428222,0.8465638756752014
27,0.3514552968025207,0.9683,0.484000027179718,0.4230891168117523,0.8465638756752014
28,0.3534607864379883,0.9683,0.484000027179718,0.4227327406406402,0.8465638756752014
29,0.3525584261894226,0.9683,0.484000027179718,0.422419935464859,0.8465638756752014
30,0.3500372904777526,0.9683,0.484000027179718,0.4221360087394714,0.8465638756752014
31,0.3493183712005615,0.9683,0.484000027179718,0.4218879044055938,0.8465638756752014
32,0.3476374673843384,0.9683,0.484000027179718,0.4216513037681579,0.8465638756752014
33,0.348536543226242,0.9683,0.484000027179718,0.421422004699707,0.8465638756752014
34,0.3479751693248749,0.9683,0.484000027179718,0.421214759349823,0.8465638756752014
35,0.3476022632598877,0.9683,0.484000027179718,0.4210013747215271,0.8465638756752014
36,0.3447061948299408,0.9683,0.484000027179718,0.4208456873893738,0.8465638756752014
37,0.3438600937843323,0.9683,0.484000027179718,0.4206756353378296,0.8465638756752014
38,0.3430211766242981,0.9683,0.484000027179718,0.420509785413742,0.8465638756752014
39,0.3425977352142334,0.9683,0.484000027179718,0.42036834359169,0.8465638756752014
40,0.3437224588394165,0.9683,0.484000027179718,0.4202167093753814,0.8465638756752014
41,0.3410553209304809,0.9683,0.484000027179718,0.4201023578643799,0.8465638756752014
42,0.3423422779083252,0.9683,0.484000027179718,0.4199952483177185,0.8465638756752014
43,0.3411374677181243,0.9683,0.484000027179718,0.4198872745037079,0.8465638756752014
44,0.3388042756080627,0.9683,0.484000027179718,0.4197768568992615,0.8465638756752014
45,0.3391080313682556,0.9683,0.484000027179718,0.4196878969669342,0.8465638756752014
46,0.3398359774589538,0.9683,0.484000027179718,0.4195773601531982,0.8465638756752014
47,0.3395979298591614,0.9683,0.484000027179718,0.4195115566253662,0.8465638756752014
48,0.3362683438301086,0.9683,0.484000027179718,0.4194187819957733,0.8465638756752014
