epoch,output-distance,correct-output,correct-param,param-mean-distance,param-max-distance
1,0.0296,0.9704,0.5433333516120911,0.4717520773410797,0.997665524482727
2,0.0296,0.9704,0.5433333516120911,0.4717407822608948,0.997665524482727
3,0.0296,0.9704,0.5433333516120911,0.4717356562614441,0.997665524482727
4,0.0296,0.9704,0.5433333516120911,0.4717266857624054,0.997665524482727
5,0.0296,0.9704,0.5433333516120911,0.4717005491256714,0.997665524482727
6,0.0296,0.9704,0.5433333516120911,0.4716891646385193,0.997665524482727
7,0.0296,0.9704,0.5433333516120911,0.4716558456420898,0.9976654052734376
8,0.0296,0.9704,0.5433333516120911,0.4716516137123108,0.9976654052734376
9,0.0296,0.9704,0.5433333516120911,0.4716504514217376,0.9976654052734376
10,0.0296,0.9704,0.5433333516120911,0.4716273546218872,0.9976654052734376
11,0.0296,0.9704,0.5433333516120911,0.4716076254844665,0.9976654052734376
12,0.0296,0.9704,0.5433333516120911,0.4716013669967651,0.9976654052734376
13,0.0296,0.9704,0.5433333516120911,0.4715995788574219,0.9976654052734376
14,0.0296,0.9704,0.5433333516120911,0.471593290567398,0.9976654052734376
15,0.0296,0.9704,0.5433333516120911,0.4715887606143951,0.9976654052734376
16,0.0296,0.9704,0.5433333516120911,0.4715794622898102,0.9976654052734376
17,0.0296,0.9704,0.5433333516120911,0.471567690372467,0.9976654052734376
18,0.0296,0.9704,0.5433333516120911,0.4714801013469696,0.9976654052734376
19,0.0296,0.9704,0.5433333516120911,0.4714735150337219,0.9976654052734376
20,0.0296,0.9704,0.5433333516120911,0.4714716672897339,0.9976654052734376
21,0.0296,0.9704,0.5433333516120911,0.4714674055576324,0.9976654052734376
22,0.0296,0.9704,0.5433333516120911,0.4714602828025818,0.9976654052734376
23,0.0296,0.9704,0.5433333516120911,0.4714551866054535,0.9976654052734376
24,0.0296,0.9704,0.5433333516120911,0.4714481830596924,0.9976654052734376
25,0.0296,0.9704,0.5433333516120911,0.4714348316192627,0.9976654052734376
26,0.0296,0.9704,0.5433333516120911,0.4714196324348449,0.9976654052734376
27,0.0296,0.9704,0.5433333516120911,0.4714175462722778,0.9976654052734376
28,0.0296,0.9704,0.5433333516120911,0.4714143872261047,0.9976654052734376
29,0.0296,0.9704,0.5433333516120911,0.4713704586029053,0.9976654052734376
30,0.0296,0.9704,0.5433333516120911,0.4713490903377533,0.9976654052734376
31,0.0296,0.9704,0.5433333516120911,0.4713325500488281,0.9976654052734376
32,0.0296,0.9704,0.5433333516120911,0.4713207185268402,0.9976654052734376
33,0.0296,0.9704,0.5433333516120911,0.471306562423706,0.9976654052734376
34,0.0296,0.9704,0.5433333516120911,0.4712937474250793,0.9976654052734376
35,0.0296,0.9704,0.5433333516120911,0.4712132811546325,0.9976654052734376
36,0.0296,0.9704,0.5433333516120911,0.4712086617946625,0.9976654052734376
37,0.0296,0.9704,0.5433333516120911,0.4712042212486267,0.9976654052734376
38,0.0296,0.9704,0.5433333516120911,0.4711926281452179,0.9976654052734376
39,0.0296,0.9704,0.5433333516120911,0.4711892306804657,0.9976654052734376
40,0.0296,0.9704,0.5433333516120911,0.4711788594722748,0.9976654052734376
41,0.0296,0.9704,0.5433333516120911,0.4711749851703644,0.9976654052734376
42,0.0296,0.9704,0.5433333516120911,0.4711726903915405,0.9976654052734376
43,0.0296,0.9704,0.5433333516120911,0.4711689352989197,0.9976654052734376
44,0.0296,0.9704,0.5433333516120911,0.4711588025093078,0.9976654052734376
45,0.0296,0.9704,0.5433333516120911,0.4711518585681915,0.9976654052734376
46,0.0296,0.9704,0.5433333516120911,0.4711346626281738,0.9976654052734376
47,0.0296,0.9704,0.5433333516120911,0.4711248874664306,0.9976654052734376
48,0.0296,0.9704,0.5433333516120911,0.4711209237575531,0.9976654052734376
49,0.0296,0.9704,0.5433333516120911,0.4711160361766815,0.9976654052734376
50,0.0296,0.9704,0.5433333516120911,0.4711079001426697,0.9976654052734376
51,0.0296,0.9704,0.5433333516120911,0.4711035192012787,0.9976654052734376
52,0.0296,0.9704,0.5433333516120911,0.4711002111434936,0.9976654052734376
53,0.0296,0.9704,0.5433333516120911,0.4710913598537445,0.9976654052734376
54,0.0296,0.9704,0.5433333516120911,0.4710844159126282,0.9976654052734376
55,0.0296,0.9704,0.5433333516120911,0.471074491739273,0.9976654052734376
56,0.0296,0.9704,0.5433333516120911,0.4710420966148376,0.9976654052734376
57,0.0296,0.9704,0.5433333516120911,0.4710333347320556,0.9976654052734376
58,0.0296,0.9704,0.5433333516120911,0.4710172712802887,0.9976654052734376
59,0.0296,0.9704,0.5433333516120911,0.4710138440132141,0.9976654052734376
60,0.0296,0.9704,0.5433333516120911,0.4710111618041992,0.9976654052734376
61,0.0296,0.9704,0.5433333516120911,0.4708898663520813,0.9976654052734376
62,0.0296,0.9704,0.5433333516120911,0.4708766341209411,0.9976654052734376
63,0.0296,0.9704,0.5433333516120911,0.470872700214386,0.9976654052734376
64,0.0296,0.9704,0.5433333516120911,0.4708714485168457,0.9976654052734376
65,0.0296,0.9704,0.5433333516120911,0.4708153307437897,0.9976654052734376
66,0.0296,0.9704,0.5433333516120911,0.4708042442798614,0.9976654052734376
67,0.0296,0.9704,0.5433333516120911,0.4707929491996765,0.9976654052734376
68,0.0296,0.9704,0.5433333516120911,0.4707883894443512,0.9976654052734376
69,0.0296,0.9704,0.5433333516120911,0.4707802832126617,0.9976654052734376
70,0.0296,0.9704,0.5433333516120911,0.4707706868648529,0.9976654052734376
71,0.0296,0.9704,0.5433333516120911,0.470761626958847,0.9976654052734376
72,0.0296,0.9704,0.5433333516120911,0.4707588255405426,0.9976654052734376
73,0.0296,0.9704,0.5433333516120911,0.4707492589950561,0.9976654052734376
74,0.0296,0.9704,0.5433333516120911,0.4707418382167816,0.9976654052734376
75,0.0296,0.9704,0.5433333516120911,0.4707331359386444,0.9976654052734376
76,0.0296,0.9704,0.54666668176651,0.4705897271633148,0.9976654052734376
77,0.0296,0.9704,0.54666668176651,0.4705727100372314,0.9976654052734376
78,0.0296,0.9704,0.54666668176651,0.470567524433136,0.9976654052734376
79,0.0296,0.9704,0.54666668176651,0.470542311668396,0.9976654052734376
80,0.0296,0.9704,0.54666668176651,0.4705316424369812,0.9976654052734376
81,0.0296,0.9704,0.54666668176651,0.4704996347427368,0.9976654052734376
82,0.0296,0.9704,0.54666668176651,0.4704889059066772,0.9976654052734376
83,0.0296,0.9704,0.54666668176651,0.4704689681529999,0.9976654052734376
84,0.0296,0.9704,0.54666668176651,0.4704567193984985,0.9976654052734376
85,0.0296,0.9704,0.54666668176651,0.470435082912445,0.9976654052734376
86,0.0296,0.9704,0.54666668176651,0.4704278111457824,0.9976654052734376
87,0.0296,0.9704,0.54666668176651,0.4704026877880096,0.9976654052734376
88,0.0296,0.9704,0.54666668176651,0.4703969061374664,0.9976654052734376
89,0.0296,0.9704,0.54666668176651,0.4703839123249054,0.9976654052734376
90,0.0296,0.9704,0.54666668176651,0.4703669846057892,0.9976654052734376
91,0.0296,0.9704,0.54666668176651,0.4703552722930908,0.9976654052734376
92,0.0296,0.9704,0.54666668176651,0.4703409075736999,0.9976654052734376
93,0.0296,0.9704,0.54666668176651,0.4703349471092224,0.9976654052734376
94,0.0296,0.9704,0.54666668176651,0.4703199863433838,0.9976654052734376
95,0.0296,0.9704,0.54666668176651,0.4702779352664947,0.9976654052734376
96,0.0296,0.9704,0.54666668176651,0.4702739715576172,0.9976654052734376
97,0.0296,0.9704,0.54666668176651,0.4700946807861328,0.9976654052734376
98,0.0296,0.9704,0.54666668176651,0.4700892269611358,0.9976654052734376
99,0.0296,0.9704,0.54666668176651,0.4700851440429687,0.9976654052734376
100,0.0296,0.9704,0.54666668176651,0.4700797498226166,0.9976654052734376
