epoch,output-distance,correct-output,correct-param,param-mean-distance,param-max-distance
1,0.2943009900093079,0.9234,0.5,0.4884141981601715,0.9842597246170044
2,0.2934294042110443,0.9234,0.5,0.4894353449344635,0.9840704798698424
3,0.2927374225139618,0.9234,0.5,0.490557998418808,0.9838770627975464
4,0.2921623356819153,0.9234,0.5,0.4917085766792297,0.9836793541908264
5,0.2916795714378357,0.9234,0.5,0.4928358197212219,0.9834771752357484
6,0.2912612077236176,0.9234,0.5,0.4939106404781341,0.9832704067230223
7,0.2908973125457764,0.9234,0.5,0.4949178695678711,0.9830589294433594
8,0.2905663588523864,0.9234,0.5,0.4958520829677582,0.9828425645828248
9,0.2902684881210327,0.9234,0.5,0.496711790561676,0.9826210737228394
10,0.2899949476242065,0.9234,0.5,0.4974999129772186,0.9823944568634032
11,0.2897446702480316,0.9234,0.5,0.4982205033302307,0.9821624159812928
12,0.2895080750465393,0.9234,0.5,0.4988787174224853,0.981924831867218
13,0.2892833742141724,0.9234,0.5,0.4994795024394989,0.9816814661026
14,0.2890736597061157,0.9234,0.5,0.500027596950531,0.9814321994781494
15,0.2888743317604065,0.9234,0.5,0.50052809715271,0.981176733970642
16,0.2886884361267089,0.9234,0.5,0.5009854435920715,0.9809149503707886
17,0.2885061414718628,0.9234,0.5,0.5014042258262634,0.9806466102600098
18,0.2883356858253479,0.9234,0.5,0.5017873644828796,0.9803714156150818
19,0.2881676301956177,0.9234,0.5,0.5021387934684753,0.9800892472267152
20,0.2880103339195251,0.9234,0.5,0.5024608969688416,0.979799747467041
21,0.2878584019184113,0.9477,0.4000000059604645,0.5027565956115723,0.9795027375221252
22,0.2877116484642029,0.9477,0.4000000059604645,0.503028392791748,0.9791978597640992
23,0.2875697931289673,0.9477,0.4000000059604645,0.5032781958580017,0.9788849353790284
24,0.2874325761795044,0.9477,0.4000000059604645,0.5035077333450317,0.9785636067390442
25,0.2872997354507446,0.9477,0.4000000059604645,0.5037186741828918,0.978233516216278
26,0.2871711176872253,0.9477,0.4000000059604645,0.5039124488830566,0.9778944849967957
27,0.28704646692276,0.9477,0.4000000059604645,0.5040903091430664,0.9775460362434388
28,0.2869255863189697,0.9477,0.4000000059604645,0.5042533278465271,0.9771879315376282
29,0.2868083463668823,0.9477,0.4000000059604645,0.5044025778770447,0.9768196940422058
30,0.2866945030212402,0.9477,0.4000000059604645,0.5045390129089355,0.9764410257339478
31,0.2865840050697326,0.9477,0.4000000059604645,0.504663348197937,0.9760515093803406
32,0.28647661485672,0.9477,0.4000000059604645,0.5047764182090759,0.9756507277488708
33,0.2863721543312073,0.9477,0.4000000059604645,0.5048786997795105,0.9752382040023804
34,0.2862705882549285,0.9623,0.5,0.5049710273742676,0.9748135209083556
35,0.2861716777324676,0.9623,0.5,0.5050538182258606,0.9743762016296388
36,0.2860753848075866,0.9623,0.5,0.5051275491714478,0.9739257097244264
37,0.2859815875053406,0.9623,0.5,0.5051926970481873,0.9734615087509156
38,0.285890099620819,0.9623,0.5,0.5052496194839478,0.972983181476593
39,0.2858008919239044,0.9623,0.5,0.5052987337112427,0.9724899530410768
40,0.2857138373374939,0.9623,0.5,0.5053402781486511,0.971981406211853
41,0.2856288024902343,0.9623,0.5,0.5053744912147522,0.97145676612854
42,0.2855457934379578,0.9623,0.5,0.5054017901420593,0.9709154963493348
43,0.2854646477699279,0.9623,0.5,0.5054222941398621,0.970356822013855
44,0.2853852815628052,0.9623,0.5,0.5054362416267395,0.9697800874710084
45,0.2853076280593872,0.9623,0.5,0.5054438710212708,0.9691845774650574
46,0.2852316456794739,0.9623,0.5,0.5054451823234558,0.9685693979263306
47,0.2851571879386901,0.9623,0.5,0.5054405331611633,0.9679337739944458
48,0.2850842920303345,0.9623,0.5,0.5054298639297485,0.9672768712043762
49,0.2850128552436828,0.9623,0.5,0.5054134130477905,0.9665977358818054
50,0.2849427526950836,0.9623,0.5,0.5053911209106445,0.9658954739570618
51,0.2848740094661712,0.9623,0.5,0.5053631663322449,0.9651691317558287
52,0.2848065533161163,0.9623,0.5,0.5053297281265259,0.9644176959991456
53,0.2847402953624725,0.9623,0.5,0.5052905082702637,0.963640034198761
54,0.2846752192497253,0.9623,0.5,0.5052458643913269,0.962835133075714
55,0.2846112792491913,0.9623,0.5,0.5051957368850708,0.9620017409324646
56,0.2845483898162841,0.9623,0.5,0.5051400065422058,0.9611387848854064
57,0.2844866304397583,0.9623,0.5,0.5050787329673767,0.9602449536323548
58,0.284425792312622,0.9623,0.5,0.5050119757652283,0.9593189358711244
59,0.2843659503936767,0.9623,0.5,0.5049395561218262,0.95835942029953
60,0.284307018995285,0.9623,0.5,0.50486159324646,0.9573649764060974
61,0.2842489880084991,0.9623,0.5,0.5047779083251953,0.956334352493286
62,0.2841918222427368,0.9623,0.5,0.504688560962677,0.9552658796310424
63,0.2841354733467102,0.9623,0.5,0.5045933723449707,0.9541581273078918
64,0.2840798422813415,0.9623,0.5,0.5044924020767212,0.9530094861984252
65,0.2840250751972198,0.9623,0.5,0.5043854117393494,0.9518184065818788
66,0.2839710707664489,0.9623,0.5,0.5042724013328552,0.9505833387374878
67,0.2839094415664673,0.9623,0.5,0.5041026473045349,0.9493024349212646
68,0.2838297094345093,0.9623,0.5,0.503821074962616,0.9479741454124452
69,0.2837516829490661,0.9623,0.5,0.5035396814346313,0.9465967416763306
70,0.2836752171993255,0.9623,0.5,0.5032579302787781,0.9451684951782228
71,0.2836002049446106,0.9623,0.5,0.5029754042625427,0.9436876773834229
