epoch,output-distance,correct-output,correct-param,param-mean-distance,param-max-distance
72,0.2835265507698059,0.9623,0.5,0.5026916861534119,0.9421526193618774
73,0.2834542784690857,0.9623,0.5,0.5024062395095825,0.940561592578888
74,0.2833832001686096,0.9623,0.5,0.5021188259124756,0.9389129877090454
75,0.2833133045196533,0.9623,0.5,0.5018290877342224,0.937205135822296
76,0.2832445759773254,0.9623,0.5,0.5015365481376648,0.935436487197876
77,0.2830205843925476,0.9623,0.5,0.5009589195251465,0.9336055517196656
78,0.28249873046875,0.9623,0.5,0.4999352991580963,0.9317108988761902
79,0.2820180202484131,0.9623,0.5,0.4989796578884125,0.9297513365745544
80,0.2815773086547851,0.9623,0.5,0.4980813562870025,0.9277256727218628
81,0.2811698450088501,0.9623,0.5,0.4972326457500458,0.9256328344345092
82,0.2807918418884277,0.9623,0.5,0.496426910161972,0.9234721064567566
